69.58, 83.76, 52.22, 18.44, 23.49, 93.15, 50.43, 41.37, 145.88, 23.57, 146.29, 18.35, 262.04, 67.03, 23.65, 09.4, 78.59, 85.39, 142.23, 15.69, 117.18, 122.86, 114.47, 85.69, 13.68, 32.14, 76.68, 49.23, 105.42, 22.26
1.68, 1.87, 1.73, 5.28, 1.93, 9.68, 1.82, 4.69, 2.77, 3.79, 3.89, 01.68, 2.97, 11.95, 6.8, 12.11, 1.74, 6.94, 2.44, 9.83, 2.51, 248.81, 6.9, 6.45, 1.94, 65.43, 6.39, 13.74, 2.29, 100.73
